# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,7.00,0.00,12.00
2.00,33.00,0.00,24.00
3.00,46.00,0.00,39.00
4.00,77.00,0.00,49.00
5.00,87.00,0.00,61.00
6.00,105.00,0.00,75.00
7.00,130.00,0.00,88.00
8.00,144.00,0.00,97.00
9.00,171.00,0.00,111.00
