# num_candidates,non_optimized_distance,optimized_distance,VRP_distance
1.00,6.00,0.00,11.00
2.00,33.00,0.00,23.00
3.00,43.00,0.00,31.00
4.00,73.00,0.00,40.00
5.00,77.00,0.00,44.00
6.00,93.00,0.00,55.00
7.00,111.00,0.00,65.00
8.00,128.00,0.00,71.00
9.00,137.00,0.00,79.00
