source384,384,dest384,372,20
source384,193,dest384,374,20
source384,357,dest384,376,20
source384,361,dest384,378,20
source384,363,dest384,272,20
source384,365,dest384,352,20
source384,367,dest384,291,20
source384,301,dest384,293,20
source384,384,dest384,307,20
source384,198,dest384,309,20
source384,369,dest384,311,20
source384,371,dest384,340,20
source384,373,dest384,310,20
source384,375,dest384,366,20
source384,377,dest384,306,20
source384,379,dest384,345,20
source384,384,dest384,241,20
source384,381,dest384,243,20
source384,383,dest384,373,20
source384,272,dest384,375,20
source384,380,dest384,377,20
source384,382,dest384,236,20
source384,384,dest384,128,20
source384,383,dest384,310,20
source384,383,dest384,185,20
source384,332,dest384,187,20
source384,334,dest384,295,20
source384,336,dest384,214,20
source384,230,dest384,216,20
source384,232,dest384,324,20
source384,304,dest384,326,20
source384,190,dest384,328,20
source384,383,dest384,128,20
source384,382,dest384,138,20
source384,298,dest384,140,20
source384,337,dest384,142,20
source384,339,dest384,361,20
source384,341,dest384,210,20
source384,343,dest384,356,20
source384,374,dest384,358,20
source384,382,dest384,125,20
source384,323,dest384,127,20
source384,325,dest384,371,20
source384,327,dest384,199,20
source384,329,dest384,256,20
source384,331,dest384,289,20
source384,333,dest384,195,20
source384,378,dest384,197,20
source384,382,dest384,21,20
source384,270,dest384,23,20
source384,273,dest384,25,20
source384,312,dest384,27,20
source384,314,dest384,362,20
source384,316,dest384,352,20
source384,318,dest384,381,20
source384,320,dest384,370,20
source384,381,dest384,209,20
source384,252,dest384,211,20
source384,370,dest384,213,20
source384,372,dest384,330,20
source384,374,dest384,196,20
source384,376,dest384,310,20
source384,378,dest384,250,20
source384,380,dest384,323,20
source384,381,dest384,78,20
source384,348,dest384,80,20
source384,350,dest384,173,20
source384,353,dest384,175,20
source384,355,dest384,331,20
source384,361,dest384,333,20
source384,363,dest384,207,20
source384,365,dest384,341,20
source384,381,dest384,33,20
source384,324,dest384,35,20
source384,326,dest384,295,20
source384,328,dest384,192,20
source384,330,dest384,241,20
source384,332,dest384,148,20
source384,340,dest384,150,20
source384,369,dest384,152,20
source384,378,dest384,158,20
source384,380,dest384,191,20
source384,379,dest384,249,20
source384,208,dest384,251,20
source384,155,dest384,253,20
source384,354,dest384,255,20
source384,356,dest384,311,20
source384,358,dest384,335,20
source384,379,dest384,116,20
source384,362,dest384,118,20
source384,364,dest384,184,20
source384,366,dest384,365,20
source384,369,dest384,367,20
source384,371,dest384,316,20
source384,373,dest384,208,20
source384,375,dest384,114,20
source384,379,dest384,87,20
source384,360,dest384,89,20
source384,362,dest384,335,20
source384,364,dest384,178,20
source384,376,dest384,180,20
source384,378,dest384,239,20
source384,380,dest384,303,20
source384,146,dest384,160,20
source384,377,dest384,268,20
source384,294,dest384,270,20
source384,324,dest384,272,20
source384,326,dest384,289,20
source384,328,dest384,185,20
source384,330,dest384,170,20
source384,332,dest384,44,20
source384,334,dest384,279,20
source384,377,dest384,137,20
source384,357,dest384,139,20
source384,359,dest384,312,20
source384,361,dest384,40,20
source384,363,dest384,151,20
source384,365,dest384,81,20
source384,367,dest384,136,20
source384,317,dest384,138,20
source384,377,dest384,119,20
source384,374,dest384,121,20
source384,376,dest384,225,20
source384,292,dest384,227,20
source384,294,dest384,260,20
source384,296,dest384,262,20
source384,298,dest384,238,20
source384,300,dest384,367,20
source384,376,dest384,130,20
source384,132,dest384,132,20
source384,346,dest384,134,20
source384,348,dest384,352,20
source384,350,dest384,125,20
source384,352,dest384,316,20
source384,321,dest384,318,20
source384,323,dest384,356,20
source384,375,dest384,86,20
source384,371,dest384,88,20
source384,373,dest384,53,20
source384,375,dest384,1,20
source384,373,dest384,3,20
source384,310,dest384,5,20
source384,312,dest384,317,20
source384,314,dest384,178,20
source384,374,dest384,123,20
source384,240,dest384,125,20
source384,372,dest384,321,20
source384,307,dest384,323,20
source384,309,dest384,295,20
source384,311,dest384,318,20
source384,313,dest384,313,20
source384,345,dest384,315,20
source384,372,dest384,232,20
source384,70,dest384,234,20
source384,268,dest384,236,20
source384,297,dest384,238,20
source384,299,dest384,368,20
source384,301,dest384,333,20
source384,338,dest384,335,20
source384,340,dest384,256,20
source384,372,dest384,39,20
source384,254,dest384,41,20
source384,351,dest384,43,20
source384,169,dest384,45,20
source384,225,dest384,47,20
source384,227,dest384,308,20
source384,234,dest384,310,20
source384,371,dest384,312,20
source384,370,dest384,370,20
source384,267,dest384,372,20
source384,269,dest384,300,20
