source96,89,dest96,53,10.0
source96,51,dest96,54,10.0
source96,80,dest96,55,20.0
source96,34,dest96,56,10.0
source96,35,dest96,36,10.0
source96,32,dest96,37,10.0
source96,2,dest96,38,10.0
source96,28,dest96,39,10.0
source96,89,dest96,44,10.0
source96,85,dest96,45,30.0
source96,86,dest96,76,10.0
source96,31,dest96,77,10.0
source96,32,dest96,11,20.0
source96,86,dest96,12,20.0
source96,89,dest96,13,20.0
source96,46,dest96,14,10.0
source96,84,dest96,28,10.0
source96,8,dest96,29,10.0
source96,91,dest96,30,20.0
source96,46,dest96,31,10.0
source96,47,dest96,67,10.0
source96,89,dest96,68,20.0
source96,59,dest96,69,30.0
source96,78,dest96,70,10.0
source96,80,dest96,18,10.0
source96,11,dest96,19,30.0
source96,12,dest96,20,20.0
source96,46,dest96,21,20.0
source96,12,dest96,22,10.0
source96,89,dest96,23,20.0
source96,91,dest96,24,30.0
source96,89,dest96,92,30.0
source96,70,dest96,9,20.0
source96,41,dest96,65,20.0
source96,42,dest96,51,20.0
source96,89,dest96,52,20.0
source96,66,dest96,53,30.0
source96,33,dest96,54,20.0
source96,30,dest96,55,20.0
source96,50,dest96,56,20.0
source96,64,dest96,35,10.0
source96,24,dest96,36,10.0
source96,54,dest96,37,30.0
source96,89,dest96,38,30.0
source96,2,dest96,39,10.0
source96,37,dest96,40,10.0
source96,38,dest96,47,20.0
source96,80,dest96,48,40.0
source96,49,dest96,50,10.0
source96,76,dest96,51,20.0
source96,86,dest96,52,40.0
source96,74,dest96,53,60.0
source96,72,dest96,54,50.0
source96,83,dest96,55,40.0
source96,23,dest96,56,30.0
source96,24,dest96,56,40.0
source96,47,dest96,80,20.0
source96,48,dest96,89,20.0
source96,89,dest96,90,40.0
source96,66,dest96,91,40.0
source96,9,dest96,92,40.0
source96,74,dest96,93,50.0
source96,75,dest96,94,40.0
source96,46,dest96,95,20.0
source96,2,dest96,57,20.0
source96,47,dest96,58,20.0
source96,46,dest96,59,20.0
source96,81,dest96,60,20.0
source96,74,dest96,61,30.0
source96,46,dest96,62,30.0
source96,14,dest96,63,40.0
source96,89,dest96,64,40.0
source96,42,dest96,80,10.0
source96,43,dest96,22,30.0
source96,80,dest96,23,20.0
source96,66,dest96,24,30.0
source96,67,dest96,27,30.0
source96,48,dest96,28,30.0
source96,16,dest96,29,30.0
source96,19,dest96,30,20.0
source96,6,dest96,62,20.0
source96,89,dest96,63,20.0
source96,75,dest96,64,20.0
source96,74,dest96,73,70.0
source96,73,dest96,74,40.0
source96,74,dest96,75,30.0
source96,75,dest96,76,10.0
source96,57,dest96,77,20.0
source96,11,dest96,81,50.0
source96,17,dest96,82,10.0
source96,2,dest96,83,20.0
source96,49,dest96,84,70.0
source96,91,dest96,85,50.0
source96,74,dest96,86,80.0
source96,63,dest96,87,30.0
source96,49,dest96,88,20.0
source96,17,dest96,50,10.0
source96,58,dest96,51,30.0
source96,75,dest96,52,30.0
source96,76,dest96,22,30.0
source96,74,dest96,23,40.0
source96,74,dest96,24,40.0
source96,75,dest96,57,20.0
