source96,94,dest96,91,10.0
source96,46,dest96,92,20.0
source96,34,dest96,93,20.0
source96,35,dest96,53,10.0
source96,5,dest96,54,10.0
source96,46,dest96,55,10.0
source96,5,dest96,56,10.0
source96,6,dest96,89,30.0
source96,92,dest96,73,10.0
source96,76,dest96,74,10.0
source96,46,dest96,75,20.0
source96,44,dest96,76,10.0
source96,45,dest96,15,10.0
source96,46,dest96,89,10.0
source96,74,dest96,90,50.0
source96,6,dest96,91,80.0
source96,92,dest96,66,10.0
source96,46,dest96,67,20.0
source96,88,dest96,68,30.0
source96,88,dest96,69,20.0
source96,91,dest96,70,10.0
source96,46,dest96,71,20.0
source96,5,dest96,72,20.0
source96,6,dest96,24,20.0
source96,55,dest96,9,40.0
source96,56,dest96,9,30.0
source96,91,dest96,10,40.0
source96,1,dest96,11,40.0
source96,91,dest96,12,20.0
source96,80,dest96,13,20.0
source96,90,dest96,14,10.0
source96,91,dest96,56,20.0
source96,94,dest96,83,30.0
source96,66,dest96,84,40.0
source96,23,dest96,85,40.0
source96,66,dest96,86,30.0
source96,88,dest96,87,30.0
source96,5,dest96,96,10.0
source96,6,dest96,94,30.0
source96,9,dest96,95,20.0
source96,46,dest96,21,20.0
source96,91,dest96,92,30.0
source96,89,dest96,93,30.0
source96,66,dest96,94,30.0
source96,67,dest96,35,10.0
source96,37,dest96,36,20.0
source96,38,dest96,65,30.0
source96,4,dest96,66,30.0
source96,5,dest96,49,10.0
source96,54,dest96,50,10.0
source96,1,dest96,51,30.0
source96,2,dest96,57,20.0
source96,85,dest96,58,20.0
source96,75,dest96,59,20.0
source96,41,dest96,60,20.0
source96,66,dest96,61,20.0
source96,14,dest96,33,60.0
source96,91,dest96,34,40.0
source96,40,dest96,35,40.0
source96,89,dest96,36,40.0
source96,5,dest96,37,30.0
source96,6,dest96,38,30.0
source96,89,dest96,39,20.0
source96,8,dest96,40,10.0
source96,46,dest96,10,10.0
source96,69,dest96,11,20.0
source96,54,dest96,12,20.0
source96,5,dest96,13,10.0
source96,6,dest96,14,40.0
source96,18,dest96,15,30.0
source96,42,dest96,16,40.0
source96,71,dest96,17,20.0
source96,29,dest96,81,10.0
source96,94,dest96,82,50.0
source96,6,dest96,83,60.0
source96,91,dest96,84,40.0
source96,36,dest96,85,20.0
source96,80,dest96,86,20.0
source96,46,dest96,87,20.0
source96,83,dest96,88,20.0
source96,79,dest96,70,20.0
source96,80,dest96,30,20.0
source96,94,dest96,31,30.0
source96,57,dest96,32,20.0
source96,88,dest96,21,20.0
source96,21,dest96,22,20.0
source96,26,dest96,23,20.0
source96,89,dest96,24,20.0
source96,80,dest96,54,20.0
source96,53,dest96,73,40.0
source96,18,dest96,74,30.0
source96,19,dest96,85,40.0
source96,91,dest96,86,40.0
source96,1,dest96,59,20.0
source96,13,dest96,60,20.0
source96,14,dest96,88,20.0
source96,66,dest96,41,30.0
source96,80,dest96,42,20.0
source96,5,dest96,43,20.0
source96,89,dest96,44,20.0
source96,46,dest96,45,30.0
source96,47,dest96,17,30.0
source96,74,dest96,18,50.0
source96,24,dest96,19,20.0
source96,5,dest96,31,10.0
source96,9,dest96,32,10.0
source96,96,dest96,81,20.0
source96,66,dest96,82,50.0
source96,67,dest96,58,50.0
source96,44,dest96,59,30.0
source96,81,dest96,60,30.0
source96,91,dest96,61,30.0
source96,15,dest96,9,10.0
source96,6,dest96,10,30.0
source96,9,dest96,11,20.0
source96,5,dest96,30,10.0
